,text,date,name,profile_link,helpful_votes,reviews_count,hearts,idea_lists,rank
118,"I ordered 2 of the iPhone 7 128Gb phones. They were sold by HybridIT and fulfilled by Amazon under the Amazon Renewed guarantee. On arrival, phones were individually boxed with each box containing the phone in a bubble wrap sleeve, a charging brick (2.1A output), an approx. 3' usb lighting cable, and a sim slot tool.On initial inspection, the exterior of each phone was very clean and basically brand new looking. On startup one of the phones had an area of bad pixels that did not display dark colors correctly, but the other phone appeared to be in good working order. After contacting the vendor directly and receiving a response within minutes, I was sent a return shipping label and a few days later had a replacement for the phone with the bad pixels. The replacement phone also appears to be in basically brand new condition and the screen looks great. Will leave a detailed positive customer service review on vendor's site.Both phones are well within the Amazon renewed guaranteed battery life of at least 80% (one is at 89% and the other is at 99% according the battery settings in iOS).Although we use Cricket wireless, I bought AT&T locked phones because I know they work for Cricket and they were slightly cheaper than fully unlocked. AT&T also has a very easy unlock process if you need to unlock them. We placed our SIM cards in the phones turned them on and they are up and running with no problems.Bottom line is that these are very good phones for the price, even though we did receive one that was not up to par, it was taken care of promptly by working directly with the vendor. If this had not been the case, I at least took comfort in knowing that you have 90 days to return to Amazon if it does not meet the Amazon Renewed quality guarantee."," March 9, 2020",Craig,https://www.amazon.com/gp/profile/amzn1.account.AFCQEDWONBDUJ36VHDQ3OSG67W6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,69,21,0,0,810389
119,"It only came with the phone and charger (no earbuds) but overall I really can't complain. It seems to be working as it should so far and only has a couple scuffs on it. Nothing super noticeable. Even came with a screen protector, so that was a nice addition. It's only been a day so far, but I'm pretty happy with my purchase(That was my originial review.. this is after dealing with the seller- I was having issues getting a credit they claimed I would be getting and this is their response to me)Good morning Sarah,We saw that your feedback was submitted just now and this is what we asked for in order to issue the credit of $10. You have decided to criticize us with your feedback while it is your own fault not knowing how to submit a review even though I have provided the steps to do so! We have issued more than 50 $10 gift cards to the customers who submitted reviews so far and if you go through the reviews you will see that no one is complaining about not receiving the credit except you.Good luck,JasmineMy Reply-Ok first off... it was not done JUST NOW! I had done this the day that you asked me to (8/1)... I actually have the e-mail i sent to you with the feedback email and I emailed you 3 times since then... this was NOT my fault... I was frustrated because I had e-mailed FIRST  saying I didn't see the place to do that.. THEN AGAIN I when I did see it, i responded the same day. With said picture.Then I sent a NEW e-mail because I was unsure if you were receiving the other 2... with another picture...And still did not hear anything back... Which is why I was frustrated... To attack me when I stated why I was frustrated is unnecessary.. I had actually changed my feedback review because I was frustrated with not hearing back, when the card you sent in your packages states I would hear at least SOMETHING in 24 hours... Looking back. I replied back to you on the 1st! the 1st!! this is the 7th... So yea... I was frustrated.Please check your e-mails before you attack one of your customers for not following instructions.With regards,Sarah"," July 24, 2019",Sarah Jordan,https://www.amazon.com/gp/profile/amzn1.account.AG7KDZNCQUIQLQVV4RSYNM6AWULQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,22,30,0,0,2171144
120,"This phone looks new and the battery is phenomenal. Popped in my T Mobile sim and it was ready to rock and roll. Everything about this phone has been as expected EXCEPT the screen. Sometimes it works perfectly, but about half the time it does not. It doesn’t recognize the correct location where touching the screen. For example, I’ll try typing a word but it’ll recognize keystrokes from the other side of the keyboard. If I lock and unlock the screen a few times it will act normally.  I cannot find out how to reach their tech support."," March 15, 2019",Chris in TX,https://www.amazon.com/gp/profile/amzn1.account.AH53AGN44T67YVX5W7ZBVKMFA3CA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,10,15,0,0,10720136
121,"After reading both terrible and great reviews for this iPhone 7, 128GB, I decided to give it a shot. It arrived 5 days before it was expected, and was sealed nicely in its own little box (albeit not an original Apple iPhone box). The phone had protective plastic on all sides and came about 30% charged. The phone had 0 scratches whatsoever, SIM card slot and insert fit perfectly. No wiggling buttons, no obvious signs of (non-original) replacement screen, buttons, etc. Aesthetically the phone is 99% clean besides just a teeny scratch on the back. Called to my service provider and had the phone 100% operational within 20 minutes.The 1 negative point I would like to make (which was clearly explained in the product description) is that they only guarantee up to 80% battery capacity. Personally, mine has 88% battery life. Keep in mind, when purchasing a refurbished iPhone, you will have some capacity lost.For $200, this phone is spot on. I recommend to anyone!"," April 26, 2020",Connor McKenzy Hall,https://www.amazon.com/gp/profile/amzn1.account.AHAA3LC5BDEDBXXKTLTRW5Q2PPZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,14,85,0,0,706394
122,"Purchased as a backup phone for my daughter, in case the touch screen went out. The purchase price is almost equivalent to replacing the glass on the iPhone 7. Battery life is at 80% when received. Her current phone is at 84% after owning it for several years so not much difference. The generic charging cable that came with the phone does not work, at all. The wall charger is generic and works. I threw the cable away as it would not charge any iPhone we have. It says ""accessory may not be supported"" when plugged in to the XR, 8 plus and 7. Overall everything on the iOS works as usual. It did arrive completely erased, but only with 3% battery charge. The back of the phone did not have any scratches. The glass has one small scratch, but not noticeable after a screen protector is put on. After the initial start up and logging in, I made sure to update the iOS so it is current. Everything else works as it should. Pricing fluctuates constantly on these, so keep an eye on the price before purchasing. If color isn't an issue, check pricing on the other colors as well."," June 15, 2020",Bandit,https://www.amazon.com/gp/profile/amzn1.account.AFJESAJLC3LB7ISSSG2K4N2JJ2UA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,177,110,0,0,230028
123,"I was in the market for a replacement iPhone for my 6S, in which the battery was on its last leg.  Not to mention I maxed out the 32GBs of space on it because of the apps I use for work and pleasure.  So, I decided to go with the iPhone 7 with more space and did a little research on Google.  Came across this seller, saw this iPhone 7 128GB unlocked and read the description and reviews.  After seeing many positives and the overall rating being high, I decided to take a chance and order it. ...  I was extremely impressed with the condition it was in when I received it.  It was beyond mint condition.  Not even a scratch or blemish on the screen or the back.  Nothing.  It was like it was brand new!  I was absolutely delighted!  I wish I had taken pics of it when I first got it.  But, trust me, it was beyond mint condition out of the box!...  The battery was at 86% when I received it.  I obviously expected this, as the seller clearly stated in their description of the phone.  Therefore, I don't know why some of the people in the reviews were complaining about this, when the seller clearly stated this in the description.  Although the battery life was so-so after I started using it, I decided to go to an authorized Apple repair facility near me that does 2-hour service and have the battery replaced for $49.  Now the battery is at 100% and my iPhone 7 works as if it's brand new from Apple!  So, overall, with the cost of my phone purchase ($188) and the cost of the battery replacement ($49), I ended up spending $237 total.  You can't beat the price for a used iPhone 7 128GB black.  I couldn't be happier!!  I definitely plan on buying another phone from this seller in the future.  I highly recommend them.  I would give them 4 stars because of the battery, but I gave the 5 stars because they were upfront about it, not to mention my phone was in nearly brand new condition.  Thank you!! :-)"," February 6, 2020",Michael A. Alestock,https://www.amazon.com/gp/profile/amzn1.account.AF2EYXL5HX3BFKXOUKP4ZKZVTWWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,9,6,0,0,30993156
124,"I purchased this from the seller “Kanga Supply”. Avoid them! I requested a phone with higher battery health and received a unit that was literally 81%. This is unusable. In addition, the charging port was disgusting and so filled with dirt and lint to the point that I couldn’t even plug in a charging cable. It took me 20 minutes to clean out the nastiness from someone else’s grime to be even able to charge the phone. How can amazon consider this “certified refurbished” when the phone is notifying you that the battery needs to be serviced right out of the box. Absolute waste of money! I am returning! Avoid Kanga Supply!!!!Side note, I have purchased from the seller Hybrid IT in the past and they have been amazing! I requested a unit with higher battery health and they sent it to me with 100%! The phone was flawless! They are very good and I would highly recommend them!"," April 16, 2020",Chris,https://www.amazon.com/gp/profile/amzn1.account.AHFP2YDGH7PFQOIEYBNVCXH7BHUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,8,16,0,0,3476710
125,I purchased this phone as a gift for a younger sibling as he was still using an iPhone 4s. I was a little worried about buying a renewed phone but this arrived in excellent condition. I immediately restored the back up onto this iPhone 7 and had zero issues. I have an 11Pro and side by side the 7 still has a nice look. Very simple and sleek while having the dearly missed home button. A+ to this seller and A+ to the product I received.," May 15, 2020",JB,https://www.amazon.com/gp/profile/amzn1.account.AGYQKYD4XLEKFJL3KRDA4BJ6IDMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,12,31,0,0,1817561
126,"Purchased a gold iphone 7 last week from this seller. The Iphone looked and felt great and it was in very good condition upon arrival. The first couple days using the phone, I had no problems. After those couple days,""No Service"" began to appear in the top left with a triangle ""!"" symbol next to it. This occurred almost every other day for a week. I would go from having great service one day, to all of a sudden no service for a day. It was very frustrating having to deal with this malfunction. I give this iphone/seller 2 stars because I was overall very disappointed with my experience and product. The thing about buying refurbished phones is it seems like a hit or miss. I'm sure there are plenty of happy customers here, but i'm not one of them. I'm just hoping the return process is speedy and i receive my full refund soon."," July 31, 2019",Tomas,https://www.amazon.com/gp/profile/amzn1.account.AGNBNYDH6SG65TEALBBI7ZBLFNSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,3,1,0,0,13364862
127,"This phone is awesome! It came 2 days EARLY and it came with a charger and it came with 38% charge! Now, I read like 100 reviews that it wasn't unlocked, let me clear ALL that up, this phone IS GSM UNLOCKED meaning if you use a service provider such as Metro PCS or T- Mobile or other GSM service providers, this phone will work! Now if you use CDMA network( Sprint/Verizon) it might not work but that is not this seller's fault because VERY CLEARLY STATED in the product description this is a GSM unlocked phone. So don't buy it and expect it to work with CDMA Network and then write a bad review when it doesn't. This phone is certified refurbished through Amazon and it is like a brand new iPhone! Also, if you're switching from 6plus or 6s and below keep in mind that the 7 and up don't have a home ""button"" per say.. like it doesn't push in so the home button is not broken it just doesn't make that clicking sound the older phones make."," February 22, 2020",Yari,https://www.amazon.com/gp/profile/amzn1.account.AGYDQOBAFKC5QONEDS7NSL4Z2OQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2,2,0,0,63277988
128,"The phone arrived with one tiny scuff on the top edge, but looked great besides that.  Apple will charge you for that little scratch if you ever need to send it in for repair using the replacement program.  This phone has so many problems turning off and on on it's own.  Now it will not connect to my cellular service and confirmed to be a problem with the iphone.  This 90-day warranty is the only time period where this phone is sure to be usable.  After any iphone is 2 years old from brand new, Apple admittedly intentionally programs all Iphones to weaken and even become possibly completely unusable ""to save the battery"" according to Apple.  It is a total waste of money to buy an Iphone if you want it to last longer than 2 years from brand new.  Battery life is poor, phone breaks very easily if barely dropped, If an update is failing, you will have to use an apple/Mac PC to get the proper updates as it is intentionally designed to only work with other Apple stuff.  Pathetic.  Any Android will likely be a better choice."," June 10, 2020",Dennis Schmahl,https://www.amazon.com/gp/profile/amzn1.account.AEMFYF4GSHLBCA6MNPU7QSYKJ6GQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,233,141,0,0,85822
129,"I began using Smartphones when homeless several yrs ago. Either Samsung or LG, & it was an ""Obama"" phone, or George Bush (receiving Food Stamps made anyone qualified). So having a connection to 911 was a really important utility. Nowadays my Smartphone collection has both one refined version of Android/Samsung, & another pretty cheap Samsung. I guess Apple has been known to provide Tier 1 software & updates, so buying my iPhone 7 was because I finally decided an American company (although assembly for iPhones takes place largely in China) might handle private data in a more understandable way. Software updates for this old version won't last that many more years, but the price of the ""renewed"" phone is also worth the more exact manufacturing result (the touch-screen really is user friendly), & anyone will like aluminum cases. Android software has a lot of programmers & I don't think they are as easily integrated; Samsung needs a lot of user data just to enable you to do some important things with its Android, so like Windows, each company interfaces with one another easily or not so much. Android is better with Window tethering for phone apps, but Apple is dependable as a stand-alone system, & works with Windows if you're mostly tethering."," September 25, 2020",Bret McDonald Erwin,https://www.amazon.com/gp/profile/amzn1.account.AGSXWICERAANDJJEHP77V7Z6QORA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2,22,0,0,63277988
130,I buy all refurb I phones they all have held up for 2 years or more. They usually fail for getting wet or outdated. This company always places a glass screen saver on their refurbs which is a nice touch. i am replacing last Iphone I got from them now because I need a larger memory with all I keep adding. My daughter just bought a phone from https://www.amazon.com/sp?_encoding=UTF8&asin=&isAmazonFulfilled=0&isCBA=&marketplaceID=ATVPDKIKX0DER&orderID=112-7127080-8113045&seller=A37VHTD60S0G3C&tab=&vasStoreID=  Very pleased with Amazon and vendor sell renewed Iphones well worth it," March 3, 2020",Ed D,https://www.amazon.com/gp/profile/amzn1.account.AF567QR73XKZJMK7BSV3LVKIMGPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"1,339",378,0,0,13123
131,"This was supposed to be a fully unlocked phone, but it turns out it used to be an AT&T phone.  AT&T and T-Mobile are built on GSM networks, while Verizon and Sprint's networks use CDMA technology.  Because of this I can't use this phone on my Verizon network.  I see that this is in the product title, so I guess this is something I wasn't aware of until now, but it would be helpful to list something abotu the networks in the description for folks who don't know the ins and outs of phone networks. I definitely learned something in the process."," March 8, 2018",Chris Leech,https://www.amazon.com/gp/profile/amzn1.account.AEW2SBQJW2SASHDKMK6POVBBAWXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,31,10,0,0,2839475
132,I ended up searching on Amazon for the iPhone 7 after my original was non functional and two of the replacement phones the AT&T insurance vendor sent were also individually non-functional not to mention they only had black when I originally had a silver/white that matched my case. They sent me a check to find my own and so I got a refurb here in my desired color.Everything is pretty much equivalent to my original phone in wear and tear (minor scratches and dings) aside from the fact that the screen lifts on the bottom left a little and I feel it may be effecting the touch screen efficiency.I was also surprised to find it had a screen cover already on it when I received it which I bought separately with the phone not expecting that bonus! So I was very pleased.I also received a charging block and cable with the phone.," May 21, 2019",Jyn Meyer Design,https://www.amazon.com/gp/profile/amzn1.account.AF5MON4AOOFX7MDKHHBI4TE25YDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,108,32,0,0,4080440
133,HORRIBLE!Worked fine April 7th to July 20th then boom.  Sound stops working. Can’t use messaging. Checked sim card and volume controls all work fine. It’s an issue with the phone Apple tells us. Contact seller and they say “sorry we only guarantee for 90 days”.  Funny - 13 days after guarantee it stops working.  Makes sense now!  Save your money - do not buy these - it’s a temporary solution as they’ll only last the warranty.  POOR POOR CUSTOMER SERVICE.," April 24, 2019",Mathew Bishop,https://www.amazon.com/gp/profile/amzn1.account.AE34JQO26CIQSCU5M2CULQFHLL5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,26,66,0,0,1027395
134,"July 11, 2019 - I hooked my re-newed i-phone 7 up to charger last night for first time.  It was at 18% charge when I plugged it into charger. It hadn't even reached 50% charge, and it was too hot to hold in my hand.Also, see screenshot of battery 'Maximum Capacity' of 78%. This is not to be confused with the current state of charge, but is instead a measure of how much battery capacity is left compared to when it was new. Expect battery would have been replaced. It's supposed to be a  renewed phone. Number one enemy of CPU is heat. Same for battery. With this intensity of heat, phone bound to fail prematurely. Returning."," July 11, 2019",Kenneth Dunn,https://www.amazon.com/gp/profile/amzn1.account.AFW25MWZ2BNOX3GQYO5E26A5NOXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,24,24,0,0,1138507
135,"I love all the storage! If you want an iPhone quality at a reasonable price, this meets all my needs! It has nice clear video, great sound, awesome storage and easy features. It took a bit of a learning curve since I’ve never had an apple phone before. The battery can go down quickly, but I found great tutorials on what to turn off to preserve battery life. I recommend it highly! I use a stylus because it is smaller than what I’m used to. I bought an adorable case...so many cute choices for this model and earphones are easy too! I was pleasantly surprised i could use wireless and sing on my karaoke ap! Right away the transition from android to iphone went smooth. I just transferred the SIM card and had all the features of my old phone in my new one. There are aps to help with the transition. Most importantly there wasn’t a single flaw and 2 weeks later it’s still performing perfectly!"," May 2, 2020",bluehydrangeas,https://www.amazon.com/gp/profile/amzn1.account.AG5F4DZV75E2CKMJZSTQ42JR2ZGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,88,65,0,0,167396
136,I beg people please do not purchase from this company. They absolutely said in the description that this was Verizon compatible. After turning the phone on and taking it to the Apple Store for an inspection they said not only is the phone warped and bent but they said the phone is not Verizon compatible look at the reviews on this phone and do not purchase from this company," October 16, 2019",marsha heisley,https://www.amazon.com/gp/profile/amzn1.account.AFO36K5MAGQLMA5NAQBIZGGNC66Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,47,106,0,0,505879
137,"After having this phone for 61days the phone started freezing up , force closing and the back camera stopped working (it was just black , no image would show when you pull up the back camera) and the flashlight stopped working . Not happy with this phone at all . This didn’t even last me 3 full month so it was definitely not worth the money 😖😖"," September 19, 2018",Mahmoona A.,https://www.amazon.com/gp/profile/amzn1.account.AEFLTOCIETYHYYISA6EP5PRFWC7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,11,10,0,0,6383618
138,"A couple thoughts on this item. I received it a day early than expected so the shipping was great. It didn't come in an original iPhone box however it wasn't damaged in any way. The condition was perfect. I was pretty happy with it. Put in a Verizon sim and it picked up the Verizon network pretty much immediately. Then put it on charge to charge up and updated the operating system.This is when things went south. The battery ran super hot when charging. A lot more hot than normal. I then tried typing in the phone's IMEI number into Verizon's website and was told that the phone is not compatible with Verizon. I did this more than once just to make doubly sure I had typed it in correctly.I then tried to make a call. The call quality was terrible. At times it was impossible to hear anything. It didn't matter if the call was on speaker or not. I tried restarting the phone and got pretty much the same result. When trying to make a call, it spoke a lot about roaming. This was key. I turned the roaming option off and tried again. Still talking about roaming.This phone was not 100% unlocked. It was probably locked to a network such as AT&T or T-Mobile at some stage, however it lacks the antenna which will allow it to connect to other networks such as Verizon or Sprint. A phone which is 100% unlocked will have antenna built into it which support all the networks making it a fully unlocked phone. The phone did pick up Verizon, however that was based on roaming on some other network and not by connecting directly to any Verizon tower in my area.A fully unlocked phone would have shown on Verizon's website that the IMEI number was compatible with their network. It would have also come back as being compatible with AT&T's network as well as T-Mobile and Sprint. It would have saved me time and money if the IMEI number was checked by the seller as to whether it was compatible with the Verizon network instead of running an unlock code on the phone and then marketing it as being fully unlocked.I checked the IMEI number. It came back clean however it does show that it comes from a phone which has 128 GB of storage. This phone has 32 GB of storage, so somewhere there is a discrepancy. I suspect the phone may have been made up from parts from various phones.I sent the phone back."," June 29, 2020",Stephen Baum,https://www.amazon.com/gp/profile/amzn1.account.AFGBJZ33SNK2CAQZ3VRQYWONTBIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1,4,0,0,36952813
139,My wife and I have iPods and iPads but have been using android cell phones for years. I wanted to switch to apple phone but with the high entry cost have waited. I decided that I wanted an iPhone 7 renewed so I check the feedback on various sellers. I chose to buy from BuySPRY and could not be more pleased. I could not find any scratches or marks anywhere on the phone. It appears to be new. The phone was unlocked so I had no trouble moving it to my old carrier. I actually use Tracfone and moving was an easy process. I highly recommend BuySPRY and will use them again when I purchase a replacement for my wife's android and she moves to iPhone.," July 3, 2019",jopo,https://www.amazon.com/gp/profile/amzn1.account.AF4KROOYUREK7RX6BPIRJCTH3COQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,102,45,0,0,280477
140,"WARNING TO ANYONE BUYING A USED iPhone 7 when I purchased the phone it worked perfectly, but as time went on the phone started acting up every now and then giving me ""no service"" after a lot of research I find out that the phone has a known defect that the seller never mentioned to me or had fixed. The phone has completely stopped working on me leaving me to attempt to get it repaired by an authorized apple retailer. The phone is ineligible for free repair because the repair was only offered for free for a certain amount of time. now I am unable to get a refund from the seller due to me buying the phone months ago I am pure out of luck. their goes $180 down the drain."," September 4, 2020",Missy.M,https://www.amazon.com/gp/profile/amzn1.account.AGK4LFU7B7MUVLUZ3AZPLKIZGLDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,154,19,0,0,9643445
141,"Received prompt delivery of the phone. I inserted my 'sim card' and the phone was functional with no issues and I could make and receive calls right away, so far so good. I received the phone which is cosmetically in very good condition and I am quite happy with my purchase with exception of two minor issues which I believe someone could provide me guidance to resolve or trouble shoot. 1) Sometimes the person I am talking on the other side complains not being able to hear me clearly. Likewise, sometimes I cannot hear the other party while receiving calls. This doesn't happen always, may be 50% of the time. Note, that my Bluetooth headset works fine, and even when phone earpiece and microphone are not working, I could use Bluetooth headset to make and receive calls  with no issues. However, I cannot carry my headset with me all the times, especially while I am  working outside... 2) Even though the 'Battery Health' shows 85% but the battery drains very quickly. I am running in low power mode and turn-off all applications that I don't use, also I don't use web-browser or watching videos. I only use my phone to talk and text, why the battery drains so quickly and how I could remedy that.  I've been using phone for just few days; I'll update my review as I do further testing.NOTE :How could I find out which particular MODEL no. of the phone I received?  It shows MN8L2LL/A, whereas I expect to see something like  A1660 or A1778. I am thinking of contacting Apple Support if they could  offer any help.Thanks so much."," July 28, 2020",Irfan Qayyum,https://www.amazon.com/gp/profile/amzn1.account.AHZBXZJUEWK37ILRNDKZGAUE2MEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1,6,0,0,22379095
142,Sweet Iphone. Looks like new. I looked up the battery health in the settings because some reviews said it theirs were low. Mine was 100% capacity compared to new.I have been searching facebook market place and creigslist for a decent iphone 7 for a couple weeks now and its pretty hard to find a good Iphone 7 for less then 250. I am happy with it," August 13, 2019",Paul Hawkins,https://www.amazon.com/gp/profile/amzn1.account.AGUWMDKZKH6VMZOLGKVGWH5TOJAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,8,5,0,0,27222343
143,I know it’s a refurbished phone but this is in terrible condition I didn’t even go further to try powering it on. This should t even be for sale the phone speakers are filled with dust and the filters by the charging port is disgusting with dirt build up.. I immediately ordered a phone on T-Mobile I rather pay the monthly premium but atleast I know I’ll be getting a phone that isn’t dent and scratched everywhere. Plus it came with a SIM card to activate wth disappointed..," June 22, 2020",Ria John,https://www.amazon.com/gp/profile/amzn1.account.AHPOSLNLKXHUWWRLG7EPFNRO2IMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,4,16,0,0,5482951
144,"Good: 90-day return policy. The phones themselves looked clean and presentableBad: I ordered two refurbed iPhone 7s. Mixed results, somewhat bad.The first had a dirty recharger unit that I had to clean, and an existing screen saver that looked like an amateur install. It was also missing the sim card tray, so I had to order one for $5 on Amazon, because I figured that was easier and faster than contacting Amazon/seller.  The phone works fine.The second was defective and would not make calls or texts, even after swapping an existing and working sim card. Part of the return process was an option to call Amazon for help troubleshooting. That resulted in an immediate and friendly person who also put Apple support on a three-way call, who confirmed it was defective.So I returned it."," December 27, 2019",RichLucky,https://www.amazon.com/gp/profile/amzn1.account.AHK4BD2G4GX34FRZDAYENR3LDMEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,604,56,0,0,156772
145,This phone will not hold a charge nor will it backup to your icloud... Some of the functions are disabled and will not work with your carrier even though it says it will.I received this phone 2 days ago and it will not hold storage nor stay charge. I needed a phone ASAP and was hoping this was a temporary fix until I could get the phone I wanted... I have never been so disappointed in a product. Amazon should not even allow these products to be sold... It says it was tested by Amazon... I highly doubt that. I will be returning this item...," February 14, 2020",Tia,https://www.amazon.com/gp/profile/amzn1.account.AEOMOOIJKBZEWWEIXQW7C4THA7UA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,37,39,0,1,1826022
146,"I'll give this a 5-star because so far, so good, and loving it! … I had previously put ""fair"" in a feedback to the seller, simply because I hadn't had time to check it out or look at it for over a week after I had received it. I wasn't used to using an iPhone, but was used to using my Android … It seems there's however many advantages to having an iPhone and having 128 GB is going to help me out a lot, as it seems I was always having to deal with space shortage on my 8GB Android, in terms of having to delete and reinstall apps in order to install other apps … And on my Android, I was unable to figure out how to make full use of the SD card; so even though I had an SD card installed, I was always running out of space when there was maybe plenty of room left on the SD card … With the 128GB, hopefully I won't have to even consider placing an SD card in the iPhone … It appears that I received a good iPhone sent to me ,,, Thank goodness! … I've only looked it over and checked it out as of last night and the person at my network service only looked at it briefly and told me it was a good one; and from all appearances in the short amount of time I've checked it out, it appears to be a good one! … Hopefully I won't need to do any updates to the 5-star I've given it … Hopefully my experience with it remains positive … Thank you for taking such care to make sure it was in good shape before sending it! … I guess I was a bit worried after I had read different negative reviews, but I also read different positive reviews … I read the reviews AFTER I had sent for the iPhone … Maybe it's good that I didn't see the negative reviews BEFORE sending for it because I might have hesitated and maybe I wouldn't have sent for it … But I'm glad I sent for it, as it appears to be a good one! … Thank you!"," February 28, 2020",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AFJN2GJFKCT3AVE7TQJZJJU6DVHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,6,3,0,0,16666162
147,"Important manufacture update at the bottom!! (only reason I didn't give it five stars)Just got this product today! Came in perfect condition, honestly way beyond my expectation. All the buttons work, the silent/loud switch is in good condition (can visibly see it a little worn) but it works fine! So far nothing wrong with this phone, I’m really happy and satisfied with this iPhone, there’s nothing wrong cosmetically or with the functionality of the phone!One week update:Battery works 100% fine, definitly an upgrade from my previous Iphone 6. Still an iPhone battery (will last all day, but dont expect more)ALSO IMPORTANT!: This is a China made phone, they do have restrictions on the SHUTTER SOUND on the camera!! There is no muting it with the phone on or off silent mode! The only way to take a silent photo is using the ""Live"" photo mode in the camera. It will still make a little ""beep"" when finished capturing. Its one minor flaw to get such a good phone at a decent price. Third party camera apps still can't get rid of the shutter sound, so its just one thing to keep in mind before buying this phone!"," July 17, 2019",Dalton,https://www.amazon.com/gp/profile/amzn1.account.AE4BG4CJ2ETIJAJD3ZX4627CAT7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,15,5,0,0,4687998
148,"I was a bit apprehensive but figured I might as well try it since it has a return policy.  I was pleasantly surprised!  The phone looks like it is brand new, no scratches or anything.  I initially turned it on to see how much battery charge there was and everything was in Chinese.  I then took it to the AT&T store and they put in my SIM, verified network and I was on my way.  I will never pay $1000 for a phone, so this was an inexpensive alternative to replace my slowly dying iphone 5.  The worst part of the whole thing is trying to remember all my passwords for my apps.  LOL"," August 26, 2019",LovingLife365,https://www.amazon.com/gp/profile/amzn1.account.AFPDBDTGHAF3IG6WI2GSC6POHETA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,12,12,0,0,33498387
149,"Bought this iPhone renewed because I only use it as phone, and a little browsing, directions when traveling.  Use my mini iPad more because my eye sight is not what it use to be, iPhone is hard to read sometimes.  Anyway, this was a good fit and buy for the amount of use that I do.  Did not see spending hundreds, even thousands of dollars for a phone I only use occasionally.  So far i have not had any issues with it due to being a used iPhone."," December 7, 2019",AmazonianWomen,https://www.amazon.com/gp/profile/amzn1.account.AHRWXA4EUTP73TAUMGRT75OMRTGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,54,24,0,0,1118841
150,I’m not sure which vendor sold me this phone. Came in MINT CONDITION! Worked great! Battery great! My problem: this is the FIRST phone I have ever dropped ... and it broke! My daughter came to visit. She saw the Evutec case I had on this phone. She wanted it. I gave it to her. I had no other case. Walked outside to say bye and take a pic of her and pup. Dropped phone on sidewalk. Face down hit. Dinged the side of this beautiful phone. Cracks across screen. It still works! That.. was a totally irrelevant review! But the phone CAME in amazing condition... ! Thank you; seller!... and Amazon," August 5, 2019",ScrappyKel,https://www.amazon.com/gp/profile/amzn1.account.AEI6TE7Y3M6XTPXDTSUOE5PXHBMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"1,220",712,0,0,277536
151,"The phone we ordered was delivered very promptly and the overall physical condition was as described in the product description.  However, after using the phone for 2 weeks, we found that it will not maintain a battery charge & has to be plugged in, in order to use it and since we are in rural Vermont with no Apple stores, we have to travel to a Best Buy store over an hour away and hope that we can get the battery replaced when we get there.....disappointing"," July 26, 2019",Craig K. Geisler,https://www.amazon.com/gp/profile/amzn1.account.AHKK25WV3VSB2ZDIPUULE56AUSAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,25,11,0,0,11803052
